index,forest_length,likelihood,prior,posterior,merged_leaves
185,0.959017,-1753.76,-2.31333,-1756.07,3
186,0.989078,-2336.18,-4.62211,-2340.81,4
187,0.216301,-1025.26,-2.31657,-1027.58,2
188,0.984506,-1755.23,-2.31291,-1757.54,3
189,1.0146,-1754.06,-2.31076,-1756.37,3
190,1.08656,-1857.97,-2.30379,-1860.27,3
191,0.526596,-1495.98,-2.32862,-1498.31,3
192,0.207702,-1025.12,-2.31497,-1027.43,2
193,0.591686,-1495.27,-2.33074,-1497.6,3
194,1.0136,-2336.16,-4.61268,-2340.78,4
195,1.12399,-1859,-2.30289,-1861.31,3
196,1.02663,-1630.46,-2.31359,-1632.78,3
197,0.587539,-1497.25,-2.32784,-1499.58,3
198,1.18187,-2338.91,-4.61925,-2343.53,4
199,0.907615,-1632.04,-2.31648,-1634.35,3
200,1.11968,-1856.63,-2.3037,-1858.93,3
201,1.0552,-2338.11,-4.61748,-2342.73,4
202,0.910824,-2337.8,-4.62839,-2342.43,4
203,1.00069,-1630.56,-2.31658,-1632.88,3
204,0.185816,-1025.42,-2.31524,-1027.73,2
205,0.498449,-1499.05,-2.33235,-1501.38,3
206,0.963771,-1753.87,-2.31212,-1756.18,3
207,0.901572,-1755.68,-2.31243,-1757.99,3
208,0.195852,-1025.15,-2.31155,-1027.46,2
209,0.536328,-1495.76,-2.33128,-1498.1,3
210,0.912317,-2337.54,-4.62069,-2342.16,4
211,1.04214,-1754.31,-2.31115,-1756.62,3
212,0.895269,-1630.16,-2.31487,-1632.48,3
213,1.12138,-1858.85,-2.30396,-1861.16,3
214,0.175375,-1025.95,-2.31366,-1028.27,2
215,0.581969,-1496.06,-2.33263,-1498.39,3
216,0.497411,-1497.36,-2.33518,-1499.69,3
217,0.985223,-2336.53,-4.62076,-2341.15,4
218,0.231445,-1025.82,-2.31584,-1028.13,2
219,0.896126,-1631.92,-2.31633,-1634.24,3
220,1.02566,-1859.1,-2.30384,-1861.4,3
221,0.966515,-1754.31,-2.3137,-1756.63,3
222,0.825707,-1631.9,-2.31365,-1634.21,3
223,0.551864,-1496.01,-2.32794,-1498.34,3
224,0.213653,-1025.2,-2.3126,-1027.51,2
225,1.14015,-1857.19,-2.30372,-1859.5,3
226,0.587826,-1496.05,-2.33035,-1498.38,3
227,0.90063,-1754.45,-2.31139,-1756.76,3
228,0.991557,-1631.51,-2.3153,-1633.82,3
229,1.10172,-1857.28,-2.30403,-1859.59,3
230,0.692416,-1499.51,-2.33201,-1501.85,3
231,1.00887,-2336.53,-4.61514,-2341.14,4
232,0.494061,-1497.58,-2.33164,-1499.91,3
233,1.15645,-1858.57,-2.30425,-1860.88,3
234,0.173148,-1026.1,-2.31186,-1028.42,2
235,0.908843,-1630.22,-2.31509,-1632.54,3
236,0.581317,-1495.52,-2.32965,-1497.85,3
237,1.05682,-2337.07,-4.61475,-2341.69,4
238,1.10422,-1631.93,-2.31302,-1634.24,3
239,1.13575,-1856.76,-2.30354,-1859.07,3
240,0.894322,-1630.08,-2.3118,-1632.39,3
241,0.982545,-1753.86,-2.31103,-1756.17,3
242,0.956006,-1629.69,-2.31596,-1632,3
243,0.917315,-1629.71,-2.3134,-1632.02,3
244,0.835355,-1631.03,-2.3168,-1633.35,3
245,0.981181,-2336.22,-4.62112,-2340.85,4
246,1.21959,-1857.08,-2.30327,-1859.39,3
247,0.894309,-1630.27,-2.31198,-1632.58,3
248,0.179954,-1025.68,-2.31642,-1028,2
249,0.999101,-1862.2,-2.30379,-1864.5,3
250,0.874426,-2340.21,-4.6217,-2344.83,4
251,1.10165,-1858.59,-2.30357,-1860.89,3
252,0.951046,-2338.14,-4.61663,-2342.75,4
253,0.211678,-1025.17,-2.32012,-1027.49,2
254,0.185491,-1025.43,-2.31811,-1027.75,2
255,1.16254,-1856.4,-2.30351,-1858.7,3
256,0.858694,-1630.44,-2.3145,-1632.75,3
257,1.09044,-1858.89,-2.30361,-1861.19,3
258,1.05314,-1858.48,-2.30316,-1860.79,3
259,1.01838,-1629.96,-2.31403,-1632.28,3
260,0.98406,-2336.38,-4.61432,-2340.99,4
261,1.09168,-2337.1,-4.61643,-2341.72,4
262,0.186245,-1025.4,-2.32048,-1027.72,2
263,0.967875,-1757.06,-2.31242,-1759.37,3
264,1.01107,-2338.72,-4.62532,-2343.34,4
265,0.96341,-1753.85,-2.31237,-1756.16,3
266,0.92488,-1631.75,-2.31255,-1634.06,3
267,0.576153,-1495.08,-2.32924,-1497.4,3
268,0.545957,-1495.56,-2.32811,-1497.88,3
269,1.17907,-1856.22,-2.30344,-1858.52,3
270,1.13151,-1856.54,-2.30323,-1858.84,3
271,0.620479,-1495.65,-2.32589,-1497.97,3
272,0.558183,-1496.59,-2.33164,-1498.92,3
273,0.935355,-2338.73,-4.62485,-2343.36,4
274,1.02423,-1754.12,-2.31018,-1756.43,3
275,0.97662,-1753.89,-2.31213,-1756.2,3
276,0.170235,-1026.32,-2.31408,-1028.64,2
277,0.609944,-1495.4,-2.33449,-1497.74,3
278,0.565343,-1495.71,-2.3317,-1498.04,3
279,0.966944,-1754.94,-2.31419,-1757.26,3
280,0.868824,-2338.72,-4.62066,-2343.34,4
281,1.00416,-1754.56,-2.31044,-1756.87,3
282,0.898314,-1629.73,-2.31305,-1632.04,3
283,0.845948,-1757.24,-2.31261,-1759.56,3
284,0.946536,-1629.24,-2.31395,-1631.56,3
285,0.878349,-1630.64,-2.31494,-1632.96,3
286,0.902956,-1629.59,-2.31476,-1631.9,3
287,0.268526,-1028.54,-2.31431,-1030.85,2
288,0.848702,-1631.66,-2.314,-1633.97,3
289,0.189224,-1025.3,-2.3172,-1027.62,2
290,0.979157,-1629.24,-2.31266,-1631.55,3
291,0.518181,-1496.36,-2.33227,-1498.69,3
292,1.08591,-1859.63,-2.30314,-1861.93,3
293,1.06467,-2336.51,-4.61897,-2341.13,4
294,0.593853,-1495.26,-2.33017,-1497.59,3
295,0.908823,-1630.83,-2.31499,-1633.15,3
296,0.90731,-2337.56,-4.62146,-2342.18,4
297,1.12669,-2337.54,-4.61627,-2342.15,4
298,0.914964,-1629.99,-2.31244,-1632.31,3
299,0.870763,-1631.42,-2.31445,-1633.73,3
300,0.873565,-1630.89,-2.31606,-1633.21,3
301,1.09219,-1857.83,-2.30332,-1860.13,3
302,0.224539,-1025.52,-2.31466,-1027.83,2
303,0.977464,-1757.62,-2.31246,-1759.94,3
304,0.962349,-2336.64,-4.62029,-2341.26,4
305,1.06984,-1857.82,-2.30273,-1860.12,3
306,1.02544,-1860.48,-2.30388,-1862.78,3
307,0.865907,-1629.99,-2.31531,-1632.3,3
308,1.2276,-1857.19,-2.30315,-1859.5,3
309,0.832898,-1634.44,-2.31519,-1636.75,3
310,0.60115,-1495.71,-2.33317,-1498.04,3
311,1.07108,-1631.01,-2.31552,-1633.32,3
312,1.13988,-1858.24,-2.30293,-1860.54,3
313,0.171097,-1026.25,-2.32121,-1028.58,2
314,0.880906,-2338.14,-4.62551,-2342.77,4
315,0.91289,-1755.97,-2.31305,-1758.28,3
316,0.182,-1025.58,-2.31523,-1027.9,2
317,0.927196,-1629.21,-2.3127,-1631.52,3
318,0.193282,-1025.2,-2.31275,-1027.51,2
319,0.605125,-1496.08,-2.33467,-1498.41,3
320,1.08037,-1860.46,-2.30375,-1862.76,3
321,1.19947,-1856.65,-2.30399,-1858.96,3
322,0.881838,-1755.81,-2.31251,-1758.12,3
323,1.27404,-1857.24,-2.30259,-1859.54,3
324,0.931342,-2336.85,-4.6187,-2341.47,4
325,0.176309,-1025.89,-2.3155,-1028.21,2
326,0.532447,-1496.05,-2.33323,-1498.39,3
327,0.207939,-1025.12,-2.31759,-1027.44,2
328,0.896596,-1629.85,-2.31421,-1632.17,3
329,0.597755,-1495.85,-2.33363,-1498.18,3
330,0.891941,-1632.85,-2.31226,-1635.17,3
331,0.973619,-2336.51,-4.62187,-2341.13,4
332,0.950548,-1629.75,-2.31457,-1632.06,3
333,1.03139,-1632.35,-2.31633,-1634.67,3
334,0.88107,-1755.87,-2.31295,-1758.19,3
335,0.616943,-1496.46,-2.32996,-1498.79,3
336,0.990477,-2336.5,-4.62192,-2341.12,4
337,0.549618,-1497.19,-2.33339,-1499.52,3
338,0.998989,-2336.78,-4.61633,-2341.4,4
339,0.875322,-1755.48,-2.31202,-1757.8,3
340,1.08772,-1858.49,-2.30331,-1860.8,3
341,0.89328,-2337.75,-4.62141,-2342.37,4
342,0.23969,-1026.27,-2.3108,-1028.58,2
343,0.979075,-1630.37,-2.31206,-1632.68,3
344,0.940828,-2340.37,-4.61957,-2344.99,4
345,1.00665,-1631.75,-2.31241,-1634.07,3
346,0.987735,-1754.34,-2.31149,-1756.65,3
347,1.07848,-2336.61,-4.62356,-2341.23,4
348,1.09219,-2336.81,-4.6151,-2341.43,4
349,1.17419,-1856.57,-2.30289,-1858.87,3
350,0.49135,-1499.28,-2.32843,-1501.61,3
351,0.221332,-1025.4,-2.31589,-1027.72,2
352,0.607237,-1496.6,-2.33038,-1498.93,3
353,0.894804,-1755.01,-2.31177,-1757.32,3
354,1.17393,-1857.14,-2.30429,-1859.45,3
355,0.837005,-1630.7,-2.31235,-1633.02,3
356,1.00576,-1630.32,-2.31473,-1632.64,3
357,0.634366,-1496.13,-2.32693,-1498.45,3
358,0.962735,-1754.28,-2.31131,-1756.59,3
359,1.14062,-1858.03,-2.30468,-1860.33,3
360,0.99013,-2337.16,-4.61519,-2341.78,4
361,0.89135,-1630.72,-2.31507,-1633.03,3
362,1.04593,-1858.72,-2.30344,-1861.02,3
363,0.931161,-1629.04,-2.31643,-1631.36,3
364,0.560567,-1495.3,-2.33064,-1497.63,3
365,0.837979,-1631.67,-2.31511,-1633.98,3
366,0.971973,-1633.69,-2.31254,-1636,3
367,0.929487,-1754.69,-2.31216,-1757,3
368,1.08567,-1857.34,-2.30278,-1859.65,3
369,0.945181,-1630.22,-2.31277,-1632.53,3
370,0.628843,-1496.47,-2.32912,-1498.8,3
371,0.970941,-1629.27,-2.31536,-1631.58,3
372,1.09954,-1856.98,-2.30316,-1859.29,3
373,0.213206,-1025.19,-2.31855,-1027.51,2
374,1.12456,-2337.8,-4.6215,-2342.42,4
375,1.12568,-2337.43,-4.61588,-2342.04,4
376,1.15151,-2337.97,-4.61537,-2342.58,4
377,0.216964,-1025.28,-2.31567,-1027.59,2
378,0.178535,-1025.76,-2.31753,-1028.08,2
379,1.11662,-2338.7,-4.62099,-2343.32,4
380,1.11381,-1857.18,-2.3031,-1859.48,3
381,1.10157,-1858.28,-2.3042,-1860.58,3
382,0.895432,-1630.41,-2.31258,-1632.72,3
383,0.630706,-1497.2,-2.33045,-1499.53,3
384,0.551283,-1496.39,-2.33013,-1498.72,3
385,0.991411,-2336.59,-4.61894,-2341.21,4
386,0.488984,-1498.33,-2.33595,-1500.66,3
387,0.615239,-1497.09,-2.33229,-1499.42,3
388,0.199767,-1025.11,-2.31678,-1027.43,2
389,0.859213,-1630.6,-2.3131,-1632.91,3
390,0.21165,-1025.17,-2.31261,-1027.48,2
391,0.579076,-1495.09,-2.33336,-1497.42,3
392,0.896736,-1629.76,-2.31363,-1632.07,3
393,0.932571,-1755.07,-2.31436,-1757.38,3
394,1.03594,-1860.06,-2.30311,-1862.36,3
395,0.608666,-1495.65,-2.33249,-1497.98,3
396,1.07381,-2338.23,-4.61647,-2342.84,4
397,0.584087,-1495.12,-2.32413,-1497.44,3
398,0.229726,-1025.74,-2.31865,-1028.05,2
399,1.0535,-1756.29,-2.31334,-1758.61,3
400,0.213917,-1025.21,-2.31032,-1027.52,2
401,0.218486,-1025.32,-2.31771,-1027.64,2
402,0.95684,-2336.89,-4.61522,-2341.5,4
403,1.18217,-1857.06,-2.30276,-1859.36,3
404,0.203631,-1025.1,-2.31843,-1027.42,2
405,0.918,-1630.19,-2.31818,-1632.51,3
406,1.17599,-2339.76,-4.61799,-2344.37,4
407,0.213199,-1025.19,-2.3151,-1027.51,2
408,0.885756,-1756.68,-2.31077,-1758.99,3
409,1.13217,-1857.21,-2.30298,-1859.52,3
410,0.946478,-1756.15,-2.31087,-1758.46,3
411,1.20265,-1859.29,-2.30453,-1861.59,3
412,0.992348,-2336.25,-4.62389,-2340.88,4
413,0.919513,-1629.88,-2.31331,-1632.19,3
414,1.04383,-2336.85,-4.61507,-2341.46,4
415,1.01856,-1753.96,-2.31117,-1756.27,3
416,0.192971,-1025.21,-2.31512,-1027.52,2
417,0.597858,-1496.62,-2.33182,-1498.95,3
418,0.167744,-1026.53,-2.31524,-1028.84,2
419,0.954978,-1755.87,-2.31026,-1758.18,3
420,0.895124,-1757.51,-2.31264,-1759.82,3
421,1.0544,-2336.63,-4.61573,-2341.24,4
422,0.173435,-1026.08,-2.32079,-1028.4,2
423,0.999578,-1629.85,-2.31208,-1632.16,3
424,1.07344,-1858.59,-2.30327,-1860.9,3
425,0.970475,-1753.75,-2.31236,-1756.06,3
426,0.931987,-1629.29,-2.31222,-1631.61,3
427,0.882475,-1630.57,-2.31353,-1632.89,3
428,0.977648,-1630.04,-2.31326,-1632.35,3
429,0.606704,-1497.97,-2.32962,-1500.3,3
430,0.919733,-2337.07,-4.62049,-2341.69,4
431,0.912103,-1630.77,-2.31507,-1633.09,3
432,0.815777,-1631.86,-2.31549,-1634.18,3
433,1.02509,-1754.16,-2.31147,-1756.47,3
434,0.209649,-1025.14,-2.31669,-1027.45,2
435,0.218675,-1025.32,-2.31783,-1027.64,2
436,0.645842,-1497.76,-2.32917,-1500.09,3
437,0.940119,-1753.82,-2.3128,-1756.13,3
438,0.997301,-1631.1,-2.31315,-1633.42,3
439,0.866626,-1755.54,-2.31306,-1757.85,3
440,1.16345,-1857.44,-2.3036,-1859.74,3
441,0.833004,-1630.73,-2.31149,-1633.04,3
442,1.26403,-1858.74,-2.30328,-1861.05,3
443,1.12265,-2337.52,-4.60904,-2342.13,4
444,0.873787,-1631.59,-2.31266,-1633.9,3
445,0.224349,-1025.51,-2.31764,-1027.83,2
446,0.482659,-1498.15,-2.33289,-1500.48,3
447,1.01629,-2336.68,-4.6171,-2341.3,4
448,0.851024,-1755.99,-2.31071,-1758.3,3
449,1.17985,-1857.9,-2.30367,-1860.2,3
450,0.202147,-1025.1,-2.31807,-1027.42,2
451,0.925836,-1754.14,-2.31339,-1756.46,3
452,0.912728,-2337.25,-4.61497,-2341.86,4
453,0.199592,-1025.11,-2.31844,-1027.43,2
454,0.222213,-1025.43,-2.31496,-1027.75,2
455,1.00407,-1861.05,-2.30279,-1863.36,3
456,0.203806,-1025.1,-2.31864,-1027.42,2
457,0.96578,-1630.17,-2.31475,-1632.49,3
458,0.186516,-1025.39,-2.317,-1027.71,2
459,0.249281,-1026.91,-2.31717,-1029.23,2
460,0.920618,-1754.35,-2.3127,-1756.66,3
461,0.950279,-1753.95,-2.31175,-1756.26,3
462,0.949845,-2336.64,-4.6277,-2341.26,4
463,0.886053,-1756.55,-2.31116,-1758.86,3
464,0.568254,-1495.42,-2.33102,-1497.75,3
465,1.1022,-2337.09,-4.6209,-2341.72,4
466,1.08202,-1858.61,-2.30293,-1860.91,3
467,0.919375,-1631.13,-2.31569,-1633.44,3
468,0.873441,-1755.86,-2.31246,-1758.18,3
469,0.252368,-1027.14,-2.31315,-1029.46,2
470,1.00074,-2336.41,-4.6209,-2341.03,4
471,1.13449,-1856.56,-2.30397,-1858.87,3
472,1.01578,-1630.82,-2.31079,-1633.13,3
473,0.184394,-1025.47,-2.31141,-1027.79,2
474,0.968944,-2336.32,-4.61891,-2340.94,4
475,1.11591,-1857.09,-2.30351,-1859.39,3
476,0.861765,-1755.74,-2.31106,-1758.05,3
477,1.12147,-1856.85,-2.30415,-1859.15,3
478,0.550021,-1495.57,-2.33092,-1497.9,3
479,0.22348,-1025.48,-2.31807,-1027.8,2
480,1.09712,-1857.43,-2.30326,-1859.73,3
481,1.25145,-1858.11,-2.30318,-1860.41,3
482,0.196792,-1025.14,-2.31513,-1027.45,2
483,0.634323,-1497.5,-2.32951,-1499.83,3
484,1.08709,-2337.37,-4.616,-2341.99,4
485,1.01047,-2336.25,-4.61967,-2340.87,4
486,1.11641,-1865.6,-2.30361,-1867.9,3
487,1.09114,-1857.41,-2.30381,-1859.72,3
488,0.57109,-1495.63,-2.32885,-1497.95,3
489,1.07459,-2336.69,-4.62253,-2341.31,4
490,1.02889,-2336.28,-4.61923,-2340.9,4
491,0.820395,-1632.23,-2.31306,-1634.54,3
492,0.900957,-1631.22,-2.31224,-1633.53,3
493,0.9498,-1630.67,-2.31466,-1632.98,3
494,1.04971,-1755.99,-2.3125,-1758.31,3
495,0.891469,-1630.05,-2.31795,-1632.37,3
496,0.545848,-1496.16,-2.32887,-1498.49,3
497,0.913347,-1754.56,-2.31189,-1756.87,3
498,0.184438,-1025.47,-2.31388,-1027.79,2
499,0.979907,-2336.3,-4.62212,-2340.92,4
500,0.918431,-1634.32,-2.31622,-1636.64,3
501,0.216324,-1025.26,-2.31976,-1027.58,2
502,0.197271,-1025.13,-2.31409,-1027.45,2
503,0.622628,-1496.94,-2.32896,-1499.27,3
504,0.93175,-1755.21,-2.31043,-1757.52,3
505,1.17507,-1857.56,-2.30366,-1859.86,3
506,0.169977,-1026.34,-2.31193,-1028.65,2
507,0.946646,-1630.19,-2.31312,-1632.51,3
508,1.0589,-2336.6,-4.61661,-2341.22,4
509,0.984772,-1629.39,-2.3111,-1631.7,3
510,0.681129,-1497.88,-2.3299,-1500.21,3
511,1.2952,-1860.24,-2.3039,-1862.55,3
512,1.0368,-2336.23,-4.61528,-2340.85,4
513,1.06188,-1755.72,-2.31297,-1758.03,3
514,0.988948,-2336.47,-4.61851,-2341.09,4
515,0.966684,-1753.72,-2.31291,-1756.04,3
516,1.13634,-1856.4,-2.30306,-1858.7,3
517,0.627048,-1497.83,-2.33306,-1500.16,3
518,1.11058,-2337.49,-4.61253,-2342.1,4
519,0.584609,-1495.19,-2.3337,-1497.53,3
520,0.531961,-1495.9,-2.32978,-1498.23,3
521,0.865721,-1632.87,-2.31765,-1635.19,3
522,0.246563,-1026.72,-2.31791,-1029.03,2
523,0.934309,-1630.3,-2.31157,-1632.61,3
524,0.476451,-1499.59,-2.33124,-1501.92,3
525,0.539233,-1495.82,-2.33252,-1498.15,3
526,0.551537,-1495.75,-2.3321,-1498.08,3
527,0.175663,-1025.93,-2.31793,-1028.25,2
528,0.218442,-1025.32,-2.31437,-1027.63,2
529,0.957739,-1630.95,-2.31152,-1633.26,3
530,1.19699,-1858.05,-2.30486,-1860.35,3
531,1.12601,-1858.3,-2.30326,-1860.61,3
532,0.545773,-1495.64,-2.326,-1497.96,3
533,0.921059,-1755.34,-2.31272,-1757.65,3
534,0.97316,-1755.21,-2.31146,-1757.53,3
535,0.877338,-1755.34,-2.31001,-1757.65,3
536,0.997554,-1754.37,-2.31172,-1756.68,3
537,1.07806,-1857.51,-2.30295,-1859.82,3
538,0.964944,-1758.04,-2.31166,-1760.35,3
539,0.967319,-1631.8,-2.31351,-1634.11,3
540,0.887303,-1755.32,-2.31269,-1757.63,3
541,0.9976,-2336.16,-4.61839,-2340.77,4
542,1.13781,-1856.63,-2.30305,-1858.94,3
543,0.855263,-1630.4,-2.31693,-1632.72,3
544,0.909623,-2337.44,-4.62796,-2342.07,4
545,1.00283,-2338.34,-4.61398,-2342.96,4
546,0.893971,-1754.81,-2.31401,-1757.12,3
547,1.16735,-1856.59,-2.30345,-1858.9,3
548,0.216817,-1025.27,-2.32257,-1027.6,2
549,0.827307,-1757.06,-2.31265,-1759.37,3
550,0.596102,-1497.79,-2.33046,-1500.12,3
551,0.551372,-1496.96,-2.33198,-1499.29,3
552,0.975946,-1864.01,-2.30405,-1866.31,3
553,1.14052,-1856.33,-2.30315,-1858.64,3
554,0.981441,-1756.46,-2.31032,-1758.77,3
555,0.85017,-1635.23,-2.31533,-1637.54,3
556,0.970587,-1753.9,-2.31155,-1756.21,3
557,1.10396,-1857.99,-2.30378,-1860.29,3
558,0.519777,-1496.14,-2.33208,-1498.48,3
559,0.943475,-1629.61,-2.31603,-1631.92,3
560,0.217687,-1025.3,-2.31796,-1027.61,2
561,0.251392,-1027.07,-2.31534,-1029.38,2
562,0.192945,-1025.21,-2.31811,-1027.52,2
563,0.548783,-1495.44,-2.33073,-1497.77,3
564,0.984835,-2336.21,-4.62029,-2340.83,4
565,0.952105,-2338.45,-4.61644,-2343.07,4
566,1.12605,-1856.75,-2.3036,-1859.05,3
567,0.978212,-1629.87,-2.31105,-1632.18,3
568,1.07756,-1858.16,-2.30334,-1860.46,3
569,1.17663,-1856.47,-2.30317,-1858.77,3
570,0.20743,-1025.11,-2.3139,-1027.43,2
571,1.0764,-2336.7,-4.61929,-2341.32,4
572,1.05713,-2337.12,-4.61699,-2341.73,4
573,0.239575,-1026.26,-2.31706,-1028.58,2
574,0.557832,-1495.88,-2.33173,-1498.21,3
575,1.08572,-1858.16,-2.30425,-1860.46,3
576,0.885238,-2338.05,-4.61901,-2342.67,4
577,0.890528,-1631.44,-2.31464,-1633.76,3
578,0.546978,-1495.48,-2.32853,-1497.81,3
579,0.938651,-1629.22,-2.31129,-1631.53,3
580,0.970575,-2336.48,-4.61875,-2341.1,4
581,0.931033,-1754.04,-2.31155,-1756.35,3
582,0.56111,-1495.61,-2.33163,-1497.94,3
583,0.796662,-1632.93,-2.31565,-1635.25,3
584,1.01605,-2337.01,-4.62521,-2341.64,4
585,0.859171,-1632.59,-2.3132,-1634.91,3
586,0.935295,-1754.12,-2.31167,-1756.43,3
587,0.59389,-1495.91,-2.33179,-1498.24,3
588,0.921648,-1754.08,-2.31092,-1756.39,3
589,1.00192,-2336.21,-4.61786,-2340.83,4
590,0.795092,-1633.96,-2.31452,-1636.27,3
591,0.563543,-1495.19,-2.32937,-1497.51,3
592,1.02634,-1755.8,-2.31279,-1758.11,3
593,0.53994,-1496.52,-2.33045,-1498.85,3
594,0.919652,-1630.42,-2.31458,-1632.73,3
595,1.17237,-1857.16,-2.30325,-1859.46,3
596,0.161386,-1027.14,-2.31929,-1029.46,2
597,0.925367,-1630.45,-2.31533,-1632.77,3
598,1.06642,-1858.62,-2.30454,-1860.92,3
599,1.04745,-1859.89,-2.30447,-1862.2,3
600,0.582076,-1495.29,-2.32914,-1497.62,3
601,0.21538,-1025.24,-2.31565,-1027.55,2
602,0.192905,-1025.21,-2.31664,-1027.52,2
603,0.925851,-1631,-2.31516,-1633.32,3
604,0.63632,-1496.81,-2.32704,-1499.13,3
605,1.00248,-2336.34,-4.61777,-2340.96,4
606,0.936564,-2336.74,-4.6202,-2341.36,4
607,1.12255,-1856.79,-2.30324,-1859.09,3
608,0.928062,-1633.09,-2.31418,-1635.4,3
609,1.14301,-2337.77,-4.61308,-2342.38,4
610,0.940437,-1754.91,-2.31195,-1757.22,3
611,0.200529,-1025.1,-2.31264,-1027.42,2
612,0.999357,-1753.88,-2.31269,-1756.2,3
613,0.939211,-1754.51,-2.31342,-1756.83,3
614,1.03503,-1859.07,-2.30386,-1861.37,3
615,0.177032,-1025.85,-2.31845,-1028.17,2
616,0.974789,-2338.31,-4.62073,-2342.94,4
617,0.180189,-1025.67,-2.32066,-1027.99,2
618,1.12091,-1857.79,-2.30331,-1860.09,3
619,0.945183,-1629.65,-2.31369,-1631.96,3
620,0.223402,-1025.48,-2.31381,-1027.79,2
621,1.04414,-2337.01,-4.61578,-2341.63,4
622,0.182787,-1025.54,-2.3161,-1027.86,2
623,1.0107,-1754.54,-2.31224,-1756.85,3
624,1.19429,-1856.23,-2.30329,-1858.53,3
625,1.14104,-1858.03,-2.30336,-1860.33,3
626,0.904596,-1629.21,-2.31251,-1631.52,3
627,1.00711,-1753.96,-2.3101,-1756.27,3
628,1.15241,-1856.62,-2.30457,-1858.93,3
629,0.918338,-1754.4,-2.31227,-1756.71,3
630,1.01629,-1754.49,-2.3119,-1756.8,3
631,1.014,-1861.35,-2.30374,-1863.65,3
632,0.573414,-1498.25,-2.33146,-1500.58,3
633,0.898987,-1631.85,-2.31226,-1634.17,3
634,1.13028,-1858.56,-2.30333,-1860.86,3
635,0.86665,-2339.56,-4.62405,-2344.18,4
636,1.1175,-1857.93,-2.30329,-1860.24,3
637,0.557803,-1495.52,-2.33189,-1497.85,3
638,0.171158,-1026.25,-2.31792,-1028.57,2
639,0.845166,-1630.27,-2.31669,-1632.58,3
640,1.01548,-1754.44,-2.31238,-1756.75,3
641,0.940477,-1630.45,-2.31237,-1632.76,3
642,0.92873,-2336.94,-4.61497,-2341.55,4
643,1.0823,-2337.15,-4.61818,-2341.77,4
644,1.11305,-1857.39,-2.30438,-1859.69,3
645,1.17798,-1857.96,-2.30289,-1860.26,3
646,0.833123,-1632.69,-2.31358,-1635.01,3
647,0.183362,-1025.52,-2.32137,-1027.84,2
648,0.956307,-2337.24,-4.62102,-2341.86,4
649,0.608601,-1496.05,-2.33273,-1498.38,3
650,0.962805,-1756.68,-2.31206,-1759,3
651,1.15221,-1857.28,-2.30307,-1859.58,3
652,0.951391,-1630.23,-2.31591,-1632.55,3
653,1.00748,-1859.84,-2.30358,-1862.15,3
654,0.929462,-2337.13,-4.62023,-2341.75,4
655,0.520326,-1496.35,-2.33329,-1498.69,3
656,1.03909,-2336.34,-4.62056,-2340.96,4
657,0.990527,-1631.37,-2.31212,-1633.68,3
658,0.938011,-2336.92,-4.62256,-2341.55,4
659,1.10048,-2338.38,-4.62126,-2343,4
660,0.866219,-1631.23,-2.31354,-1633.54,3
661,0.207383,-1025.11,-2.31494,-1027.43,2
662,0.554716,-1496.36,-2.32996,-1498.69,3
663,0.907587,-1630.86,-2.3116,-1633.17,3
664,1.03719,-1859.11,-2.30346,-1861.41,3
665,0.860503,-1632.75,-2.31426,-1635.07,3
666,1.09969,-2337.02,-4.61656,-2341.64,4
667,0.165715,-1026.71,-2.3128,-1029.02,2
668,0.476436,-1498.53,-2.33374,-1500.86,3
669,0.473892,-1498.71,-2.33424,-1501.04,3
670,0.952711,-1630.26,-2.31428,-1632.57,3
671,1.02414,-1860.38,-2.30332,-1862.69,3
672,1.11091,-1857.01,-2.30307,-1859.31,3
673,0.913637,-1755.33,-2.31054,-1757.64,3
674,0.234919,-1026,-2.3211,-1028.32,2
675,0.962521,-1630.35,-2.31243,-1632.66,3
676,0.230782,-1025.79,-2.31664,-1028.1,2
677,0.944205,-1755.57,-2.31144,-1757.88,3
678,1.02018,-2336.63,-4.61628,-2341.24,4
679,0.901062,-1629.9,-2.31358,-1632.21,3
680,0.241068,-1026.35,-2.3196,-1028.67,2
