index,forest_length,likelihood,prior,posterior,leaves
227,3.18067,-5090.22,-41.7764,-5131.99,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
228,3.35359,-5319.56,-41.7965,-5361.35,"{t1|t10|t2|t3|t4|t5|t6|t7|t9}|{t8}"
229,3.25011,-5375.48,-41.7753,-5417.26,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
230,2.66546,-4927.08,-41.7887,-4968.87,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
231,2.88286,-5051.58,-41.771,-5093.36,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
232,2.52655,-4930.7,-41.7849,-4972.48,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
233,3.56238,-5374.98,-41.8057,-5416.78,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
234,3.38821,-5103.16,-41.804,-5144.97,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
235,3.472,-5454.41,-41.7948,-5496.2,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
236,2.51678,-4932.96,-41.7766,-4974.74,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
237,3.29314,-5089,-41.7905,-5130.79,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
238,3.40705,-5360.52,-41.7914,-5402.31,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
239,3.36204,-5357.32,-41.7902,-5399.11,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
240,3.29078,-5459.6,-41.7776,-5501.37,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
241,3.40295,-5235.79,-41.8008,-5277.59,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
242,3.42586,-5449.71,-41.7897,-5491.5,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
243,3.3531,-5318.36,-41.7915,-5360.15,"{t1|t10|t2|t3|t4|t5|t6|t7|t9}|{t8}"
244,3.31009,-5453.7,-41.7799,-5495.48,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
245,3.09377,-5052.11,-41.7916,-5093.9,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
246,3.40357,-5056.67,-41.8103,-5098.48,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
247,3.29724,-5315.5,-41.7888,-5357.29,"{t1|t10|t2|t3|t4|t5|t6|t7|t9}|{t8}"
248,3.30977,-5143.18,-41.7939,-5184.98,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
249,3.47078,-5053.99,-41.8133,-5095.8,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
250,3.19352,-5052.63,-41.8003,-5094.43,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
251,3.27988,-5379.14,-41.7787,-5420.92,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
252,3.09922,-5054.05,-41.7886,-5095.84,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
253,3.33509,-5119.3,-41.7829,-5161.08,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
254,3.19448,-5145.59,-41.7843,-5187.37,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
255,3.1212,-5056.02,-41.7721,-5097.79,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
256,3.33587,-5360.42,-41.7887,-5402.21,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
257,3.6756,-5372.22,-41.818,-5414.04,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
258,3.18924,-5056.7,-41.7886,-5098.49,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
259,3.1342,-5315.91,-41.7719,-5357.69,"{t1|t10|t2|t3|t4|t5|t6|t7|t9}|{t8}"
260,2.93011,-5051.46,-41.7794,-5093.24,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
261,3.00136,-5052.64,-41.7864,-5094.42,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
262,3.26189,-5125.23,-41.7753,-5167.01,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
263,3.15674,-5233.84,-41.7798,-5275.62,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
264,3.01407,-5054.47,-41.7829,-5096.26,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
265,3.40313,-5274.69,-41.7928,-5316.48,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
266,3.48669,-5456.75,-41.7974,-5498.55,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
267,3.15767,-5116.34,-41.7884,-5158.13,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
268,2.93032,-5114.93,-41.7626,-5156.69,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
269,2.93312,-5060.08,-41.7636,-5101.85,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
270,3.3972,-5374.37,-41.793,-5416.17,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
271,2.61317,-4929.32,-41.7857,-4971.1,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
272,3.24564,-5120.06,-41.7942,-5161.85,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
273,2.86614,-5002.1,-41.777,-5043.88,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
274,3.25366,-5237,-41.7889,-5278.79,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
275,3.12228,-5088.12,-41.7745,-5129.89,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
276,3.54981,-5150.97,-41.8198,-5192.79,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
277,2.53725,-4928.75,-41.7755,-4970.53,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
278,2.58127,-4928.46,-41.7858,-4970.24,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
279,3.23549,-5236.82,-41.7873,-5278.61,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
280,3.07067,-5050.97,-41.7885,-5092.75,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
281,3.06175,-5233.68,-41.7712,-5275.45,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
282,3.22581,-5358.18,-41.7793,-5399.96,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
283,3.41663,-5280.53,-41.7953,-5322.33,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
284,3.41818,-5319.34,-41.8,-5361.14,"{t1|t10|t2|t3|t4|t5|t6|t7|t9}|{t8}"
285,3.22399,-5358.04,-41.7784,-5399.82,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
286,3.54229,-5354.91,-41.8092,-5396.72,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
287,3.09333,-5100.22,-41.7821,-5142,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
288,3.20091,-5455.01,-41.7673,-5496.78,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
289,3.08659,-5102.17,-41.7726,-5143.94,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
290,3.22026,-5315.75,-41.7813,-5357.53,"{t1|t10|t2|t3|t4|t5|t6|t7|t9}|{t8}"
291,2.99374,-5115.41,-41.7724,-5157.18,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
292,3.50183,-5374.67,-41.7993,-5416.47,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
293,3.21216,-5029.53,-41.7911,-5071.32,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
294,2.71482,-4926.92,-41.7964,-4968.72,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
295,3.56239,-5457.4,-41.8036,-5499.21,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
296,3.06954,-5049.29,-41.7787,-5091.07,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
297,3.28973,-5040.56,-41.7907,-5082.35,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
298,3.49331,-5451.77,-41.7971,-5493.57,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
299,3.22599,-5362.38,-41.7759,-5404.16,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
300,3.1809,-5316.4,-41.7751,-5358.17,"{t1|t10|t2|t3|t4|t5|t6|t7|t9}|{t8}"
301,3.02762,-5008.01,-41.7877,-5049.8,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
302,3.50161,-5124.1,-41.803,-5165.9,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
303,3.22417,-5280.54,-41.7775,-5322.32,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
304,3.02224,-5051.62,-41.7896,-5093.41,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
305,3.17683,-5053.22,-41.7858,-5095,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
306,3.54506,-5375.34,-41.806,-5417.15,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
307,3.3459,-5317.98,-41.794,-5359.77,"{t1|t10|t2|t3|t4|t5|t6|t7|t9}|{t8}"
308,3.18295,-5056.27,-41.7887,-5098.06,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
309,3.32543,-5358.91,-41.7858,-5400.69,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
310,2.58077,-4931.54,-41.7807,-4973.32,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
311,3.25057,-5358.82,-41.7785,-5400.6,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
312,3.51243,-5374.41,-41.8003,-5416.21,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
313,3.08706,-5101.86,-41.7832,-5143.64,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
314,2.85136,-5054.18,-41.7703,-5095.95,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
315,3.18968,-5281.58,-41.7726,-5323.35,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
316,3.421,-5120.27,-41.7957,-5162.06,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
317,3.28131,-5453.92,-41.7756,-5495.7,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
318,3.18561,-5146.49,-41.7821,-5188.27,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
319,2.58248,-4936.26,-41.7863,-4978.04,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
320,3.06284,-5055.82,-41.7762,-5097.6,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
321,3.05822,-5001.41,-41.7901,-5043.2,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
322,3.26437,-5090.78,-41.79,-5132.57,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
323,3.33986,-5377.23,-41.7842,-5419.02,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
324,3.00525,-5005.44,-41.7867,-5047.23,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
325,3.18816,-5125.55,-41.7761,-5167.32,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
326,3.25772,-5141.58,-41.7905,-5183.37,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
327,3.3508,-5098.52,-41.7986,-5140.32,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
328,3.58285,-5356.86,-41.8102,-5398.67,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
329,2.53183,-4927.73,-41.798,-4969.53,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
330,3.37916,-5451.23,-41.7864,-5493.02,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
331,3.25759,-5040.26,-41.7896,-5082.05,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
332,3.24199,-5316.89,-41.7849,-5358.68,"{t1|t10|t2|t3|t4|t5|t6|t7|t9}|{t8}"
333,3.19785,-5451.71,-41.7675,-5493.48,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
334,3.28205,-5088.23,-41.7848,-5130.01,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
335,3.15495,-5116.37,-41.7962,-5158.17,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
336,2.84798,-5001.22,-41.7787,-5043,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
337,2.82512,-4929.14,-41.8142,-4970.96,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
338,3.1238,-5028.07,-41.7796,-5069.85,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
339,3.50566,-5089.75,-41.812,-5131.56,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
340,3.16501,-5031.11,-41.7861,-5072.9,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
341,3.44405,-5028.46,-41.8123,-5070.27,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
342,3.50164,-5121.24,-41.8032,-5163.05,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
343,3.17974,-5239.18,-41.7796,-5280.96,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
344,3.15706,-5028.58,-41.7858,-5070.37,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
345,3.31333,-5359.16,-41.7851,-5400.95,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
346,3.49883,-5273.73,-41.7998,-5315.53,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
347,3.30906,-5085.01,-41.7986,-5126.81,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
348,3.39695,-5053.69,-41.807,-5095.49,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
349,3.40611,-5381.25,-41.7897,-5423.04,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
350,2.57801,-4938.42,-41.7654,-4980.19,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
351,3.22687,-5103.27,-41.7849,-5145.05,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
352,3.23015,-5040.37,-41.7811,-5082.15,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
353,3.25935,-5236.26,-41.7867,-5278.05,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
354,3.37606,-5055.24,-41.8055,-5097.05,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
355,3.35547,-5359.51,-41.7882,-5401.3,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
356,3.40174,-5316.51,-41.8014,-5358.31,"{t1|t10|t2|t3|t4|t5|t6|t7|t9}|{t8}"
357,2.54865,-4931.05,-41.7793,-4972.83,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
358,3.06642,-5278.05,-41.7581,-5319.81,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
359,3.40806,-5385.38,-41.7921,-5427.18,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
360,3.23067,-5027.45,-41.7939,-5069.24,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
361,3.0889,-5321.43,-41.7707,-5363.2,"{t1|t10|t2|t3|t4|t5|t6|t7|t9}|{t8}"
362,3.60284,-5373.63,-41.8116,-5415.45,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
363,3.23439,-5318.93,-41.7836,-5360.72,"{t1|t10|t2|t3|t4|t5|t6|t7|t9}|{t8}"
364,2.68456,-4928.95,-41.7889,-4970.74,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
365,3.3111,-5358.27,-41.785,-5400.05,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
366,3.2503,-5282.6,-41.7763,-5324.38,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
367,3.48541,-5275.67,-41.8036,-5317.47,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
368,3.08254,-5055.51,-41.7816,-5097.3,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
369,3.16519,-5321.39,-41.7773,-5363.17,"{t1|t10|t2|t3|t4|t5|t6|t7|t9}|{t8}"
370,3.10254,-5113.39,-41.7848,-5155.18,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
371,3.4107,-5356.85,-41.7957,-5398.65,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
372,3.24929,-5373.62,-41.7759,-5415.4,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
373,3.15796,-5104.23,-41.7836,-5146.01,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
374,2.91046,-5006.09,-41.7779,-5047.87,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
375,3.3092,-5029.71,-41.7902,-5071.5,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
376,3.12577,-5048.46,-41.7928,-5090.25,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
377,3.1269,-5147.61,-41.7736,-5189.38,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
378,3.11286,-5106,-41.7797,-5147.78,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
379,3.08706,-5003.68,-41.7868,-5045.47,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
380,3.44795,-5055.71,-41.8053,-5097.52,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
381,3.32101,-5279.92,-41.7867,-5321.71,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
382,2.92431,-5321.8,-41.7499,-5363.55,"{t1|t10|t2|t3|t4|t5|t6|t7|t9}|{t8}"
383,2.73415,-4930.15,-41.8044,-4971.96,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
384,2.70869,-4926.01,-41.79,-4967.8,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
385,2.96442,-5055.97,-41.7818,-5097.76,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
386,3.21987,-5113.53,-41.7931,-5155.32,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
387,2.5558,-4934.68,-41.7784,-4976.46,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
388,3.18972,-5107.15,-41.7873,-5148.93,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
389,3.52516,-5355.93,-41.8061,-5397.73,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
390,3.36681,-5100.64,-41.8016,-5142.44,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
391,3.35725,-5040.61,-41.795,-5082.41,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
392,3.22019,-5458.04,-41.7698,-5499.8,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
393,3.2217,-5087.38,-41.7835,-5129.17,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
394,3.38424,-5373.35,-41.7889,-5415.14,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
395,2.5876,-4927.32,-41.7925,-4969.11,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
396,2.9734,-5002.61,-41.7851,-5044.4,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
397,2.57517,-4933.45,-41.7778,-4975.23,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
398,3.18881,-5122.74,-41.7703,-5164.51,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
399,3.27751,-5231.65,-41.793,-5273.44,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
400,3.26426,-5127.95,-41.78,-5169.73,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
401,3.37833,-5105.51,-41.8,-5147.31,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
402,3.19968,-5027.53,-41.789,-5069.32,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
403,3.24034,-5375.86,-41.7741,-5417.64,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
404,3.48711,-5106.14,-41.8136,-5147.96,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
405,3.25862,-5454.28,-41.7741,-5496.05,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
406,2.96668,-5006.58,-41.7943,-5048.38,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
407,3.06491,-5105.46,-41.7697,-5147.23,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
408,3.353,-5231.05,-41.7955,-5272.85,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
409,3.24646,-5026.94,-41.7986,-5068.74,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
410,2.95099,-5058.61,-41.7788,-5100.39,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
411,3.31962,-5358.96,-41.7859,-5400.75,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
412,3.1839,-5001.01,-41.8081,-5042.82,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
413,3.33124,-5452.78,-41.7811,-5494.56,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
414,3.30881,-5026.1,-41.7933,-5067.9,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
415,3.44185,-5088.43,-41.8029,-5130.24,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
416,3.10894,-5102.59,-41.7753,-5144.37,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
417,2.99247,-5117.39,-41.7705,-5159.16,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
418,3.29041,-5104.68,-41.7998,-5146.48,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
419,3.25861,-5233.81,-41.7865,-5275.59,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
420,3.2623,-5233.09,-41.7878,-5274.88,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
421,2.99607,-5004.01,-41.7905,-5045.8,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
422,3.6499,-5127.96,-41.8183,-5169.78,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
423,3.31367,-5457.89,-41.7794,-5499.67,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
424,3.35394,-5356.04,-41.7889,-5397.83,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
425,3.23881,-5235.73,-41.789,-5277.52,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
426,3.54581,-5358.98,-41.8073,-5400.79,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
427,3.27047,-5314.72,-41.7887,-5356.51,"{t1|t10|t2|t3|t4|t5|t6|t7|t9}|{t8}"
428,3.36698,-5360.17,-41.7883,-5401.96,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
429,3.26067,-5041.49,-41.792,-5083.28,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
430,3.24112,-5091.82,-41.7921,-5133.61,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
431,3.24059,-5454.52,-41.772,-5496.29,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
432,3.29949,-5454.81,-41.7792,-5496.59,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
433,3.43711,-5093.5,-41.8031,-5135.31,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
434,3.40799,-5122.23,-41.7953,-5164.02,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
435,3.42092,-5125.84,-41.7965,-5167.64,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
436,3.2342,-5149.71,-41.7858,-5191.5,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
437,3.26363,-5278.46,-41.7788,-5320.24,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
438,3.40966,-5454.6,-41.7883,-5496.39,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
439,3.04157,-5051.75,-41.7819,-5093.53,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
440,3.21947,-5360.61,-41.7735,-5402.39,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
441,3.02188,-5319.29,-41.7657,-5361.06,"{t1|t10|t2|t3|t4|t5|t6|t7|t9}|{t8}"
442,3.2038,-5282.23,-41.7714,-5324,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
443,3.0212,-5051.8,-41.7876,-5093.59,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
444,3.22479,-5358.81,-41.7719,-5400.58,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
445,3.14453,-5103.09,-41.7776,-5144.87,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
446,3.06452,-5118.2,-41.7765,-5159.98,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
447,3.33893,-5026.41,-41.8009,-5068.21,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
448,3.35499,-5280.48,-41.7887,-5322.27,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
449,3.26114,-5052.66,-41.7889,-5094.45,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
450,3.44105,-5104.18,-41.813,-5145.99,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
451,3.43194,-5233.73,-41.8083,-5275.53,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
452,3.12405,-5025.05,-41.7797,-5066.83,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
453,3.23869,-5106.85,-41.7985,-5148.65,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
454,3.17514,-5146.28,-41.782,-5188.07,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
455,3.38905,-5055.92,-41.7936,-5097.72,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
